Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),"How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",I have a clear understanding of my core personal values. ,I can easily explain what matters most to me. ,My values rarely change over time. ,I feel confident in what I believe is right for me. ,Which of the following best represent your top three personal values? (select up to 3),What matters most to you in life?  ,My life feels meaningful. ,I feel fulfilled by how I spend my time. ,I have a clear sense of direction in my life. ,I often feel unsure about what I truly want in life. ,I feel motivated about my future. ,My daily behaviour reflects my values. ,I often behave in ways that conflict with what’s important to me. ,"I often know what I should do, but I struggle to follow through in real life ",I struggle to be the person I want to be. ,Which areas of your life feel least aligned with your values? (select all that apply),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed. ,I have felt active and vigorous. ,I woke up feeling fresh and rested. ,My daily life has been filled with things that interest me. ,I trust myself to make good decisions. ,I feel easily influenced by other people’s opinions. ,I doubt myself even when I know what I truly value. ,I find it difficult to follow my internal compass. ,Digital noise makes it harder to focus on what matters. ,I often feel distracted from my values by online content. ,"I often feel reactive, distracted, or pulled away from the person I want to become. ",AI tools sometimes influence how I think about decisions. ,I prefer to rely on my own judgement rather than AI suggestions. ,I worry that AI could push society away from meaningful things.  ,AI should be trained to reflect core human values. ,Understanding what humans value is important for future AI systems. ,Which values do you believe AI systems should reflect? (select up 3),What is your age group?,Which of the following best describes your current work status? ,What is your highest level of education? ,Country of residence,Which of the following best describes your gender?,How would you describe your general emotional wellbeing?  
25/11/2025 10:15:05,Yes,58b20a24c352cc0001ed554b,Very often,6,6,7,6,"Honesty / Integrity, Independence, Faith / Spirituality",Independence,5,5,6,2,6,6,3,2,2,"Work / career, Digital habits, Finances",2,2,4,1,2,6,3,5,3,7,3,2,2,6,6,2,3,"Honesty, Empathy, Responsibility",35 - 44,Not currently working,Bachelor’s degree,UK,Woman,3
25/11/2025 10:15:09,Yes,5c1c24b95a1e530001a333d4,Sometimes,6,6,3,5,"Family, Honesty / Integrity, Compassion",family,5,5,4,4,4,5,5,5,4,"Work / career, Digital habits, Finances",3,4,3,2,3,4,5,4,4,4,5,5,5,4,2,4,4,"Honesty, Fairness, Transparency",35 - 44,Employed full time,Some university/college,UK,Woman,5
25/11/2025 10:15:09,Yes,63d13ca3a2e69ec8e19569f2,Sometimes,7,6,6,7,"Achievement / Growth, Health, Responsibility",Providing for my family,5,5,6,3,7,7,2,5,2,"Time / focus, Digital habits, Finances",4,4,3,2,4,6,2,4,2,7,6,4,1,7,7,1,1,"Responsibility, Non-harm, Accountability",35 - 44,Employed full time,Some university/college,UK,Man,6
25/11/2025 10:15:14,Yes,654bc148c95bca00d541ec33,Everyday,6,6,7,7,"Family, Achievement / Growth, Security / Stability",my children,1,1,1,7,1,7,1,2,7,"Relationships, Finances, Purpose / direction",4,4,4,3,2,5,3,5,7,1,1,1,7,1,1,3,4,"Human wellbeing, Transparency, Accountability",45 - 54,Self-employed / freelance,Bachelor’s degree,US,Woman,6
25/11/2025 10:15:15,Yes,5c91fad394f7e600172f9d4a,Occasionally,5,6,4,5,"Achievement / Growth, Independence, Adventure",Freedom and the ability to live a personally fulfilling life.,5,5,3,4,5,5,2,5,4,Relationships,3,4,4,4,4,4,2,5,2,5,3,5,3,3,2,5,5,"Honesty, Empathy, Human wellbeing",45 - 54,Student,Some university/college,UK,Woman,3
25/11/2025 10:15:19,Yes,5ba937d53c7a050001992e80,Everyday,5,6,3,2,"Family, Honesty / Integrity, Responsibility",My family,6,4,4,5,6,3,6,5,5,"Relationships, Purpose / direction",3,4,3,4,4,5,7,5,6,2,1,3,2,5,6,6,6,"Honesty, Fairness, Responsibility",35 - 44,Employed full time,Postgraduate degree,UK,Man,6
25/11/2025 10:15:22,Yes,5f5985c9d9859b1e25df4f85,Rarely,7,7,4,7,"Family, Compassion, Community / Contribution",life,4,6,6,1,4,7,1,4,3,Finances,3,2,3,2,3,6,3,4,1,6,3,2,1,7,6,4,5,"Empathy, Responsibility, Non-harm",35 - 44,Self-employed / freelance,Some university/college,Canada,Woman,3
25/11/2025 10:15:28,Yes,578901354a84da00014c41cf,Everyday,6,7,5,6,"Family, Achievement / Growth, Responsibility",My family and theif wellbeing,2,6,7,1,6,6,2,3,2,"Health, Digital habits",4,5,4,3,4,6,3,2,3,6,5,6,6,6,3,3,2,"Honesty, Transparency",35 - 44,Employed full time,Some university/college,US,Man,6
25/11/2025 10:15:32,Yes,5c40e7d99d27f00001159a65,Often,3,2,4,2,"Security / Stability, Health, Community / Contribution",I'm not sure,3,4,3,6,4,6,3,4,6,Health,3,3,3,3,4,3,2,4,4,4,3,4,4,5,5,4,4,"Honesty, Fairness, Human wellbeing",35 - 44,Employed full time,Postgraduate degree,US,Man,4
25/11/2025 10:15:32,Yes,5a36d2890006450001bf1d34,Everyday,7,7,7,7,"Honesty / Integrity, Compassion, Creativity",I think what matters most in my life is enjoying myself.  Life is short so I fully believe you should have fun with it.,5,6,4,7,4,2,6,6,7,"Time / focus, Finances, Purpose / direction",5,5,3,4,5,2,6,2,5,7,7,4,1,4,1,4,4,"Human wellbeing, Non-harm, Transparency",35 - 44,Employed part-time,Bachelor’s degree,US,Woman,5
25/11/2025 10:15:33,Yes,66125c309e5fdbc4ec2f52ba,Everyday,7,7,7,7,"Family, Achievement / Growth, Security / Stability",My family,2,1,2,7,4,5,3,6,7,"Health, Relationships, Work / career, Finances, Purpose / direction",3,3,2,3,2,6,1,7,5,1,1,5,3,5,1,7,7,"Honesty, Empathy, Respect",35 - 44,Employed full time,Some university/college,New Zealand,Man,4
25/11/2025 10:15:35,Yes,67b928562a1432d3ca6d879a,Everyday,6,5,6,6,"Family, Health, Responsibility",my family,6,6,7,1,6,6,5,1,1,"Health, Time / focus, Relationships, Work / career, Finances, Purpose / direction",4,3,4,4,4,6,2,1,1,3,2,1,1,3,2,6,6,"Fairness, Human wellbeing, Non-harm",45 - 54,Employed full time,Postgraduate degree,US,Woman,6
25/11/2025 10:15:40,Yes,5bb97572636c800001d60ccf,Rarely,7,7,5,7,"Family, Honesty / Integrity, Compassion",Family,7,7,7,6,6,5,4,6,6,"Work / career, Digital habits, Finances",3,4,3,2,3,6,3,4,3,3,4,4,1,7,7,7,7,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed part-time,Some university/college,US,Woman,5
25/11/2025 10:15:45,Yes,641b1f37ec0e993bd8d56cf2,Often,6,7,6,6,"Family, Honesty / Integrity, Health",My Family is the most important thing in my life.,6,5,6,4,6,6,1,5,2,"Time / focus, Finances",3,3,2,3,2,6,2,2,3,6,6,4,6,5,6,6,6,"Empathy, Fairness, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,UK,Man,3
25/11/2025 10:15:45,Yes,599364c1fc37790001fa4e1d,Rarely,7,7,7,7,"Family, Health, Independence",my children,7,7,7,1,7,7,5,1,1,"Digital habits, Finances",4,4,4,4,5,7,1,1,1,1,1,1,1,7,3,4,4,Human wellbeing,45 - 54,Employed part-time,Some university/college,UK,Woman,7
25/11/2025 10:15:56,Yes,5cfbf333ac28dd00196e807b,Rarely,6,5,6,4,"Honesty / Integrity, Compassion, Independence",To be happy and free.,1,2,1,7,1,5,4,5,5,"Relationships, Work / career, Purpose / direction",3,2,2,1,2,3,4,6,4,5,4,5,3,7,6,4,4,"Honesty, Non-harm, Transparency",45 - 54,Not currently working,High school,UK,Woman,3
25/11/2025 10:16:05,Yes,5e7b779563c6dc05953e3669,Occasionally,6,5,5,5,"Honesty / Integrity, Independence, Responsibility",Living life by logic and not ideology,3,3,2,6,4,5,3,5,5,"Relationships, Work / career, Finances",2,3,2,2,2,5,3,4,3,5,4,4,3,6,4,5,5,"Honesty, Fairness, Responsibility",35 - 44,Employed full time,Bachelor’s degree,UK,Man,3
25/11/2025 10:16:18,Yes,5b826da908ee760001522a91,Very often,7,7,7,7,"Honesty / Integrity, Achievement / Growth, Independence","Continuing to learn and grow, enjoying life and spending time with people with similar values",7,7,7,1,7,7,1,1,1,"Health, Work / career, Digital habits",5,5,4,5,5,7,3,1,1,5,2,1,7,6,2,6,7,"Respect, Responsibility, Human wellbeing",18 - 24,Employed full time,High school,UK,Man,7
25/11/2025 10:16:31,Yes,6643b332fa89cf4c6dc4a939,Very often,6,6,6,5,"Health, Compassion, Adventure",What matters most to me in life is working hard and taking care of those that matter most to me,5,4,5,3,6,6,2,3,2,Finances,4,3,3,3,3,6,2,2,2,1,1,2,5,4,2,3,3,"Respect, Non-harm, Transparency",35 - 44,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:16:47,Yes,614f4893a7f27d638ea5e58c,Sometimes,3,3,6,1,"Honesty / Integrity, Security / Stability, Responsibility",Integrity,5,5,5,3,3,2,1,1,2,"Work / career, Digital habits",2,2,2,2,3,5,1,5,1,7,7,7,7,5,7,1,1,"Honesty, Transparency, Accountability",55 - 65,Not currently working,Postgraduate degree,US,Man,3
25/11/2025 10:17:00,Yes,671434dcf76b27314170be1a,Rarely,6,5,5,5,"Honesty / Integrity, Independence, Creativity",Being able to live the way I want to live without hindrance of others,1,3,2,5,1,5,3,4,5,"Time / focus, Relationships",3,3,4,1,4,4,2,5,3,5,3,4,2,6,6,6,6,"Honesty, Human wellbeing, Transparency",35 - 44,Employed part-time,Bachelor’s degree,Canada,Man,2
25/11/2025 10:17:08,Yes,5eed1bae9e63ac127ac15a77,Occasionally,6,7,6,5,"Honesty / Integrity, Security / Stability, Community / Contribution","My friends, be they human or feline",1,6,6,1,6,6,2,3,2,Health,4,3,3,4,5,6,3,2,1,2,2,2,4,5,2,4,5,"Honesty, Fairness, Non-harm",55 - 65,Self-employed / freelance,Some university/college,US,Man,6
25/11/2025 10:17:12,Yes,66156961cc93b919fe5d5391,Rarely,5,5,6,6,"Family, Honesty / Integrity, Compassion",My family,5,4,4,5,2,5,2,4,3,None,4,4,2,3,2,5,2,3,3,4,3,3,2,6,5,4,5,"Fairness, Respect, Transparency",45 - 54,Employed full time,High school,UK,Man,6
25/11/2025 10:17:18,Yes,66b2c5af02db82fc0cc8b4ee,Occasionally,4,4,4,4,"Family, Health, Adventure",Spending time with loved ones,5,5,5,3,5,5,3,3,4,"Health, Work / career, Finances",3,3,3,3,3,5,3,4,3,4,4,4,4,6,6,5,5,"Honesty, Empathy, Fairness",25 - 34,Employed full time,Postgraduate degree,US,Man,5
25/11/2025 10:17:20,Yes,62b1d2b897646fe6bb832b1f,Occasionally,6,5,5,5,"Family, Health, Compassion",Janet (my wife) and my dog Poppy,6,6,5,2,6,6,1,2,2,"Time / focus, More time needed for my hobby of gardening ",4,4,3,4,4,6,2,2,2,5,2,3,2,6,5,4,5,"Honesty, Non-harm, Transparency",Over 65,Not currently working,Bachelor’s degree,UK,Man,6
25/11/2025 10:17:21,Yes,6902f9a078a8658ce0d540d5,Often,6,5,6,7,"Honesty / Integrity, Security / Stability, Compassion",Being a decent person,6,5,6,4,5,5,3,2,2,"Time / focus, Digital habits",4,4,3,3,4,6,4,5,2,6,5,4,4,7,7,6,7,"Honesty, Human wellbeing, Accountability",35 - 44,Employed full time,Bachelor’s degree,New Zealand,Man,5
25/11/2025 10:17:25,Yes,5c00043a6d931200019bcb9b,Occasionally,5,6,5,5,"Achievement / Growth, Security / Stability, Health",Security / Stability,2,3,2,6,4,4,4,4,5,None,3,4,4,3,3,3,5,5,5,4,5,5,3,4,3,4,4,"Non-harm, Transparency",35 - 44,Employed full time,Some university/college,UK,Man,3
25/11/2025 10:17:37,Yes,62b1d2b897646fe6bb832b1f,Occasionally,6,5,5,5,"Family, Health, Compassion",Janet (my wife) and my dog Poppy,6,6,5,2,6,6,1,2,2,"Time / focus, More time needed for my hobby of gardening ",4,4,3,4,4,6,2,2,2,5,2,3,2,6,5,4,5,"Honesty, Non-harm, Transparency",Over 65,Not currently working,Bachelor’s degree,UK,Man,6
25/11/2025 10:17:53,Yes,664526c34302b55aca22ad11,Occasionally,6,3,6,5,"Honesty / Integrity, Compassion, Community / Contribution",The well being of others,2,3,2,6,3,3,3,1,4,Relationships,2,2,1,3,3,1,5,5,3,2,5,6,5,4,5,6,6,"Honesty, Empathy, Non-harm",35 - 44,Not currently working,Some university/college,Canada,Man,1
25/11/2025 10:18:03,Yes,6658b182bb57e6360147f2f5,Very often,6,6,7,6,"Security / Stability, Independence, Adventure",Being/feeling safe and secure,5,4,4,6,4,6,3,6,6,"Work / career, Digital habits, Finances",3,2,2,2,4,5,2,5,5,6,7,5,7,2,2,7,7,"Honesty, Empathy, Fairness",25 - 34,Employed full time,Postgraduate degree,UK,Woman,4
25/11/2025 10:18:22,Yes,6658d84e36a39b239367aed9,Sometimes,5,7,5,5,"Family, Security / Stability, Health",My Children ,5,4,5,2,4,5,2,2,3,Relationships,3,3,2,2,3,5,4,4,3,5,3,3,3,4,5,4,4,"Respect, Non-harm, Transparency",35 - 44,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:18:37,Yes,5c4dae9a889752000156b1db,Never,5,6,4,6,"Family, Honesty / Integrity, Health",my family and close friends ,7,6,6,2,6,6,3,2,2,"Work / career, Digital habits",4,4,3,3,4,6,2,2,2,3,2,1,2,6,4,5,4,"Non-harm, Transparency, Accountability",55 - 65,Other,Bachelor’s degree,UK,Woman,6
25/11/2025 10:18:54,Yes,5ae11f9709eae20001132c22,Never,6,7,5,6,"Family, Security / Stability, Health",family,7,7,7,1,7,6,7,2,2,"Work / career, Purpose / direction",4,5,3,4,4,6,3,3,3,5,3,3,4,5,5,3,6,"Honesty, Fairness, Non-harm",35 - 44,Employed full time,Bachelor’s degree,US,Man,7
25/11/2025 10:19:04,Yes,5f16f559325a640008bb9a07,Sometimes,4,6,5,4,"Independence, Community / Contribution",Daughter ,2,2,4,4,5,2,2,4,5,Time / focus,3,4,5,1,3,4,4,4,5,6,5,6,5,5,6,5,5,"Respect, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:19:05,Yes,5e7dfc715acd1402882e93eb,Rarely,7,7,6,7,"Family, Honesty / Integrity, Compassion",My wife and children ,7,6,7,1,6,7,1,2,2,None,3,3,3,1,3,7,2,2,2,4,2,2,1,5,6,7,7,"Responsibility, Human wellbeing, Non-harm",55 - 65,Self-employed / freelance,Bachelor’s degree,UK,Man,6
25/11/2025 10:19:27,Yes,5e06b4cb19232d0875f2276d,Very often,6,6,6,5,"Family, Independence, Creativity",travel and exploring,4,5,6,6,6,6,5,6,6,"Health, Time / focus, Work / career",3,4,4,4,4,4,6,6,5,5,6,6,4,6,6,6,6,"Honesty, Empathy, Fairness",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:19:36,Yes,6760614e0e187926472e1074,Very often,5,5,6,6,"Family, Achievement / Growth, Health",Happiness in personal life with family and feeling content with life and work. Staying healthy to ensure my longevity.,4,3,4,6,5,5,2,5,6,"Time / focus, Relationships, Purpose / direction, Independence ",3,3,2,1,3,5,2,4,3,6,3,4,5,6,6,6,6,"Honesty, Responsibility, Accountability",25 - 34,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:20:02,Yes,677880f787ed7d2cfb6f7345,Occasionally,6,6,6,6,"Family, Honesty / Integrity, Health",Having my family close by and in good health.,7,6,5,5,5,5,6,6,5,Digital habits,4,3,3,2,4,6,5,5,4,6,5,5,4,5,6,5,5,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed full time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:20:12,Yes,65dca2c26711b340ba260035,Sometimes,5,6,4,6,"Family, Security / Stability, Health",Family ,5,5,3,4,4,5,4,5,4,"Relationships, Finances",4,4,4,3,3,5,5,5,4,3,4,3,3,5,2,4,6,"Responsibility, Non-harm, Accountability",45 - 54,Employed part-time,Some university/college,UK,Woman,6
25/11/2025 10:20:17,Yes,66071c67294f2e86b99e2df7,Occasionally,7,7,5,7,"Honesty / Integrity, Security / Stability, Independence",That I live it well as pertains to me and not what others or society at large would dictate.,4,6,2,2,4,6,1,5,4,Finances,4,4,3,3,4,7,2,1,1,1,1,2,1,7,1,4,4,"Non-harm, Transparency, Accountability",45 - 54,Not currently working,Bachelor’s degree,Ireland,Man,6
25/11/2025 10:20:26,Yes,610708c5efbf18e4295facc3,Often,5,7,3,4,"Family, Security / Stability, Health",family,5,4,4,5,4,6,1,5,7,"Relationships, Work / career, Finances",3,2,2,1,1,4,6,6,6,7,7,6,3,5,4,5,5,"Empathy, Non-harm, Transparency",45 - 54,Employed full time,Postgraduate degree,UK,Woman,5
25/11/2025 10:20:44,Yes,67fd8520a5dcf6eaa319fc52,Everyday,7,7,7,7,"Family, Honesty / Integrity, Compassion",My family is the most important thing in my life.,6,6,6,2,5,6,1,1,1,"Health, Time / focus, Relationships, Digital habits, Purpose / direction",4,4,3,3,4,7,2,2,2,4,2,2,5,4,4,6,6,"Honesty, Fairness, Human wellbeing",Over 65,Other,Bachelor’s degree,US,Woman,5
25/11/2025 10:20:48,Yes,646d238ec077fb64c0294bd8,Occasionally,6,7,6,7,"Family, Honesty / Integrity, Responsibility",My family are most important to me. That they are healthy and happy. ,6,7,6,2,6,7,2,1,2,None,4,5,4,4,4,7,2,2,2,4,2,2,3,5,5,4,5,"Honesty, Responsibility, Non-harm",55 - 65,Not currently working,High school,UK,Woman,6
25/11/2025 10:20:52,Yes,6672e92411e51a94658f865c,Sometimes,7,7,7,7,"Honesty / Integrity, Compassion, Creativity","being honest with yourself and others, self awareness, integrity, ideals, being true self",6,6,7,2,6,7,1,3,2,Work / career,4,5,4,4,4,6,1,1,2,4,2,1,4,6,5,6,7,"Honesty, Empathy, Non-harm",45 - 54,Employed full time,Bachelor’s degree,Canada,Woman,6
25/11/2025 10:21:05,Yes,64842953934f4be66c7f6fc2,Rarely,7,6,6,7,"Family, Honesty / Integrity, Health",Family,7,7,7,1,6,7,1,2,1,"Time / focus, Work / career, Digital habits",5,5,4,4,5,7,2,2,2,2,2,2,2,6,3,5,7,"Honesty, Non-harm, Transparency",55 - 65,Other,High school,UK,Woman,7
25/11/2025 10:21:16,Yes,665e680164927b18554b66ec,Very often,7,7,7,7,"Family, Honesty / Integrity, Responsibility","Family matters most to me in life. Also being an honest person, and being responsible. ",5,6,5,4,4,6,1,1,1,Time / focus,3,4,4,4,4,7,1,1,1,2,2,2,2,7,7,7,7,"Non-harm, Transparency, Accountability",45 - 54,Self-employed / freelance,Bachelor’s degree,US,Man,5
25/11/2025 10:21:55,Yes,5ccc13ed1cd40c0018c66e39,Everyday,7,7,4,6,"Family, Honesty / Integrity, Faith / Spirituality",Family,6,4,4,6,4,2,6,3,4,"Time / focus, Work / career, Purpose / direction",4,4,4,4,5,6,2,2,4,7,7,7,1,1,7,4,6,"Responsibility, Human wellbeing, Non-harm",45 - 54,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:22:15,Yes,5f0633361308dd16f7f4039c,Very often,6,7,5,6,"Family, Honesty / Integrity, Health",my family ,6,6,6,2,6,6,3,3,3,Work / career,4,4,2,2,3,6,4,6,5,7,5,5,5,4,7,5,5,"Fairness, Respect, Responsibility",25 - 34,Employed full time,Bachelor’s degree,Ireland,Woman,6
25/11/2025 10:22:37,Yes,5e9ffa9ee172201b04f1a4c6,Very often,6,5,4,5,"Family, Compassion, Responsibility",Equality and justice,6,5,6,3,6,4,2,2,3,"Time / focus, Relationships",4,4,3,3,4,5,4,3,3,5,5,2,2,5,3,6,5,"Empathy, Fairness, Respect",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:23:10,Yes,67563e777fcb546b216f98a2,Occasionally,6,6,5,6,"Family, Health, Compassion",Family and friends,6,6,6,1,5,5,1,2,4,"Health, Time / focus, Relationships, Digital habits, Finances, Purpose / direction",4,4,4,4,4,7,2,2,1,6,1,2,1,6,5,6,7,"Honesty, Human wellbeing, Accountability",55 - 65,Other,Some university/college,Canada,Woman,6
25/11/2025 10:23:12,Yes,56e6a66af6ed900006a5867c,Everyday,6,5,6,6,"Honesty / Integrity, Independence, Responsibility",Being someone with integrity that those around me can count on.,1,2,2,5,2,4,3,6,7,"Time / focus, Relationships, Purpose / direction",1,1,1,1,2,3,5,4,2,7,7,7,3,2,6,4,4,"Honesty, Empathy, Accountability",45 - 54,Employed part-time,High school,US,Man,1
25/11/2025 10:23:41,Yes,647f99680ecd4f7712a8c8f9,Sometimes,6,6,6,5,"Family, Independence, Faith / Spirituality",Living in accordance with my religious beliefs matters most to me.,4,1,4,4,3,1,7,6,7,"Time / focus, Relationships, Digital habits",2,2,1,1,2,4,2,5,4,1,6,6,1,7,1,1,4,Transparency,45 - 54,Not currently working,High school,UK,Man,1
25/11/2025 10:23:53,Yes,5df40af99a993f2f579cc332,Sometimes,7,6,7,7,"Honesty / Integrity, Compassion, Responsibility",My family and friends,6,6,5,4,5,7,1,1,2,"Work / career, Finances, Purpose / direction",3,2,4,4,3,7,5,3,1,5,2,3,2,6,7,7,7,"Honesty, Empathy, Human wellbeing",25 - 34,Employed full time,Bachelor’s degree,Australia,Man,5
25/11/2025 10:23:55,Yes,666219f4ce91684220fcd823,Often,6,6,6,7,"Family, Honesty / Integrity, Responsibility",family,6,6,5,3,6,6,2,4,5,"Time / focus, Digital habits, Purpose / direction",4,3,4,3,4,6,5,5,3,3,3,6,3,6,2,4,4,"Fairness, Non-harm, Accountability",45 - 54,Employed part-time,Postgraduate degree,UK,Woman,5
25/11/2025 10:24:18,Yes,667ceb76acbd1b234858c396,Sometimes,6,6,6,6,"Honesty / Integrity, Security / Stability, Faith / Spirituality",Personal relationship with Jesus,6,6,6,5,3,6,2,2,4,"Work / career, Finances",4,4,4,4,3,6,2,2,5,4,3,4,4,5,4,6,5,"Honesty, Fairness, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,US,Woman,5
25/11/2025 10:25:36,Yes,673ab124dd6f6df06b143da0,Sometimes,7,7,7,7,"Health, Responsibility, Faith / Spirituality",GOD,7,7,5,3,7,7,2,7,3,Time / focus,3,3,2,2,4,5,1,1,1,2,2,5,4,3,7,1,3,"Honesty, Non-harm",35 - 44,Employed part-time,Some university/college,US,Woman,4
25/11/2025 10:26:41,Yes,64a9858be9b52e570ffb3c1e,Everyday,7,6,6,7,"Family, Honesty / Integrity, Compassion",My family.,7,7,7,1,7,7,1,1,1,Work / career,5,5,5,5,5,6,2,2,1,4,2,2,5,4,1,7,7,"Honesty, Fairness, Non-harm",Over 65,Employed part-time,High school,UK,Woman,7
25/11/2025 10:27:08,Yes,646e6d108de503afd5cf4ee0,Often,6,6,5,6,"Security / Stability, Health, Compassion",health,5,4,6,4,5,5,2,5,4,"Time / focus, Finances",2,2,2,2,2,5,3,3,4,5,3,4,5,5,6,6,6,"Fairness, Human wellbeing, Non-harm",55 - 65,Employed full time,Bachelor’s degree,UK,Woman,3
25/11/2025 10:27:13,Yes,5a8895f0f1408d0001769b7b,Sometimes,6,5,6,4,"Compassion, Adventure",i’m not sure honestly. maybe being a good person? if that counts,1,1,1,7,1,2,6,7,7,"Health, Time / focus, Relationships, Digital habits, Purpose / direction",2,3,1,2,1,3,2,4,5,7,4,7,4,6,7,6,7,"Empathy, Human wellbeing, Non-harm",25 - 34,Not currently working,Bachelor’s degree,US,Woman,2
25/11/2025 10:28:04,Yes,5cfd7167adab2f0016d1571f,Very often,6,6,2,6,"Honesty / Integrity, Health, Creativity",being a good person,6,6,6,2,6,6,6,3,3,"Time / focus, Digital habits",5,5,5,5,5,5,2,2,1,6,5,2,2,7,7,6,7,"Honesty, Human wellbeing, Non-harm",45 - 54,Employed full time,Some university/college,US,Man,7
25/11/2025 10:29:07,Yes,5c81797a5bb27200013c7b1b,Often,7,7,5,7,"Security / Stability, Compassion, Independence",Kindness,7,7,7,1,7,7,3,7,3,"Health, Time / focus, Digital habits",5,5,5,5,5,6,4,6,6,3,3,2,1,7,7,7,7,"Empathy, Human wellbeing, Non-harm",35 - 44,Employed full time,Bachelor’s degree,Canada,Man,6
25/11/2025 10:30:40,Yes,665a8db299aa3f8fb8ff8c4d,Often,7,7,6,6,"Honesty / Integrity, Security / Stability, Health",My individual well-being is what matters most to me.,4,4,4,5,5,5,3,4,5,Relationships,3,4,4,3,4,6,2,5,6,5,5,4,5,6,7,7,7,"Honesty, Empathy, Fairness",35 - 44,Not currently working,Bachelor’s degree,US,Man,5
25/11/2025 10:30:58,Yes,5953668fb2e8430001ea478f,Occasionally,6,5,5,5,"Family, Achievement / Growth, Creativity",my daughter,5,5,5,3,3,5,2,3,4,"Work / career, Finances, Purpose / direction",3,4,3,3,3,5,5,3,3,3,2,3,4,3,3,5,5,"Empathy, Human wellbeing, Non-harm",35 - 44,Employed full time,Postgraduate degree,UK,Woman,5
25/11/2025 10:31:07,Yes,672bc6a2073607e45cd91ca2,Often,6,7,7,5,"Family, Security / Stability, Health",My family.,6,5,4,4,5,5,5,4,2,None,4,3,3,4,3,5,1,4,2,2,1,1,1,7,6,4,6,"Respect, Responsibility, Human wellbeing",45 - 54,Employed full time,High school,UK,Man,5
25/11/2025 10:31:18,Yes,65a708e73e47380843931ad8,Very often,6,6,6,6,"Family, Compassion, Creativity",Family,7,6,6,2,6,6,2,2,2,Time / focus,4,4,4,3,5,6,4,3,3,6,1,1,2,4,3,5,5,"Fairness, Human wellbeing, Transparency",55 - 65,Employed full time,Postgraduate degree,US,Woman,7
25/11/2025 10:33:18,Yes,5ce9761ed439ae001a596488,Sometimes,6,6,2,5,"Honesty / Integrity, Adventure",Enjoying my experience of this life within my means and authentically,5,6,5,5,6,6,3,2,3,"Relationships, Work / career",4,4,4,3,4,5,4,2,3,2,3,3,4,5,6,4,4,Non-harm,25 - 34,Employed full time,Some university/college,UK,Man,6
25/11/2025 10:33:42,Yes,672be724a1f9a800fcbd3d02,Everyday,7,7,6,7,"Family, Achievement / Growth, Health",family ,7,7,7,2,7,2,2,2,4,Digital habits,5,5,5,5,5,7,3,2,2,3,4,2,4,4,2,6,7,"Honesty, Fairness, Transparency",25 - 34,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:34:46,Yes,5f035c7ce9d86254e87992e4,Sometimes,7,7,7,7,"Family, Honesty / Integrity, Faith / Spirituality",My family,7,6,6,1,6,7,1,1,2,None,5,4,4,4,4,7,3,2,1,2,1,2,1,7,5,7,7,"Honesty, Human wellbeing, Non-harm",55 - 65,Employed full time,High school,UK,Woman,7
25/11/2025 10:35:29,Yes,644c061ce861c17549323c00,Everyday,6,4,4,5,"Family, Honesty / Integrity, Responsibility","My wife and children, although maybe not in that order. ",6,3,6,3,3,6,1,2,4,"Health, Finances",4,4,4,3,3,7,2,5,2,4,2,3,2,6,4,4,5,"Honesty, Transparency, Accountability",45 - 54,Employed part-time,Some university/college,US,Man,5
25/11/2025 10:35:58,Yes,641384b3dffcf39ec42d3c23,Everyday,6,6,5,7,"Family, Honesty / Integrity, Security / Stability",my family,4,6,6,1,6,5,1,1,1,None,4,5,4,4,3,7,1,1,1,2,1,1,4,7,1,2,5,"Honesty, Responsibility, Transparency",45 - 54,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:36:18,Yes,67d6838d9d907f59aef03ac5,Everyday,7,7,7,7,"Family, Achievement / Growth, Responsibility",Happiness is paramount.,7,5,6,5,6,7,1,1,2,"Time / focus, Digital habits, Finances",4,4,4,3,4,7,1,1,1,1,1,1,4,6,2,7,6,"Honesty, Responsibility, Transparency",Over 65,Employed full time,Bachelor’s degree,US,Woman,6
